"base id","name","surname","amount 1","amount 2"
"62534","A","","",""
"6037","A","","",""
"77450","A","","",""
"77908","A","","",""
"35337","A","","",""
"66951","A","","",""
"13669","A","","",""
"1513","A","","",""
"91387","A","","",""
"47120","A","","",""
"90784","A","","",""
"81187","A","","",""
"73148","A","","",""
"2849","A","","",""
"39685","A","","",""
"46728","A","","",""
"47280","A","","",""
"88395","A","","",""
"24367","A","","",""
"935","A","","",""
"36153","A","","",""
"29899","A","","",""
"39651","A","","",""
"5900","A","","",""
"65034","A","","",""
"89213","A","","",""
"65937","A","","",""
"7039","A","","",""
"88566","A","","",""
"51347","A","","",""
"31582","A","","",""
"41970","A","","",""
"36291","A","","",""
"39782","A","","",""
"57088","A","","",""
"49469","A","","",""
"63410","A","","",""
"50607","A","","",""
"57381","A","","",""
"82109","A","","",""
"42726","A","","",""
"62000","A","","",""
"84723","A","","",""
"1360","A","","",""
"1459","A","","",""
"60983","A","","",""
"65747","A","","",""
"40738","A","","",""
"81964","A","","",""
"98691","A","","",""
"67263","A","","",""
"66236","A","","",""
"57303","A","","",""
"76200","A","","",""
"43359","A","","",""
"3319","A","","",""
"33550","A","","",""
"48058","A","","",""
"13026","A","","",""
"52382","A","","",""
"26727","A","","",""
"36813","A","","",""
"15232","A","","",""
"52310","A","","",""
"12790","A","","",""
"64548","A","","",""
"96447","A","","",""
"79083","A","","",""
"57283","A","","",""
"95876","A","","",""
"82515","A","","",""
"83464","A","","",""
"20731","A","","",""
"85598","A","","",""
"9918","A","","",""
"83580","A","","",""
"17695","A","","",""
"99144","A","","",""
"37206","A","","",""
"79202","A","","",""
"78821","A","","",""
"39387","A","","",""
"79656","A","","",""
"61986","A","","",""
"92085","A","","",""
"69699","A","","",""
"16091","A","","",""
"45397","A","","",""
"48284","A","","",""
"91328","A","","",""
"74723","A","","",""
"76087","A","","",""
"40357","A","","",""
"54267","A","","",""
"65039","A","","",""
"97841","A","","",""
"2137","A","","",""
"41085","A","","",""
"2578","A","","",""
"83652","A","","",""
"71044","A","","",""
"87776","A","","",""
"52959","A","","",""
"93086","A","","",""
"64925","A","","",""
"80423","A","","",""
"39433","A","","",""
"14200","A","","",""
"1363","A","","",""
"66210","A","","",""
"54229","A","","",""
"35076","A","","",""
"33511","A","","",""
"17414","A","","",""
"24097","A","","",""
"74773","A","","",""
"80000","A","","",""
"87113","A","","",""
"48789","A","","",""
"23975","A","","",""
"35284","A","","",""
"29870","A","","",""
"99721","A","","",""
"59819","A","","",""
"58612","A","","",""
"29610","A","","",""
"26474","A","","",""
"5860","A","","",""
"55138","A","","",""
"98411","A","","",""
"8138","A","","",""
"78062","A","","",""
"90191","A","","",""
"85770","A","","",""
"68322","A","","",""
"68974","A","","",""
"54859","A","","",""
"84094","A","","",""
"40874","A","","",""
"73398","A","","",""
"11777","A","","",""
"38552","A","","",""
"56907","A","","",""
"76232","A","","",""
"13893","A","","",""
"89510","A","","",""
"50658","A","","",""
"87156","A","","",""
"65646","A","","",""
"37678","A","","",""
"13092","A","","",""
"30010","A","","",""
"15463","A","","",""
"77074","A","","",""
"21554","A","","",""
"88367","A","","",""
"52206","A","","",""
"95789","A","","",""
"9176","A","","",""
"29284","A","","",""
"48454","A","","",""
"25909","A","","",""
"98427","A","","",""
"15044","A","","",""
"51348","A","","",""
"87500","A","","",""
"74878","A","","",""
"66143","A","","",""
"90","A","","",""
"8940","A","","",""
"12857","A","","",""
"73939","A","","",""
"87103","A","","",""
"57953","A","","",""
"23115","A","","",""
"74900","A","","",""
"47640","A","","",""
"51813","A","","",""
"26145","A","","",""
"17147","A","","",""
"43599","A","","",""
"23957","A","","",""
"41128","A","","",""
"42111","A","","",""
"38782","A","","",""
"56467","A","","",""
"5273","A","","",""
"18732","A","","",""
"31381","A","","",""
"26755","A","","",""
"34399","A","","",""
"85128","A","","",""
"91610","A","","",""
"13652","A","","",""
"43703","A","","",""
"20940","A","","",""
"51214","A","","",""
"54204","A","","",""
"54797","A","","",""
"46388","A","","",""
"77455","A","","",""
"48252","A","","",""
"35421","A","","",""
"94251","A","","",""
"70183","A","","",""
"48776","A","","",""
"8480","A","","",""
"79213","A","","",""
"98418","A","","",""
"53361","A","","",""
"67263","A","","",""
"71546","A","","",""
"84003","A","","",""
"55922","A","","",""
"70440","A","","",""
"25872","A","","",""
"31301","A","","",""
"56082","A","","",""
"29782","A","","",""
"62329","A","","",""
"61308","A","","",""
"68039","A","","",""
"92291","A","","",""
"65035","A","","",""
"83055","A","","",""
"90457","A","","",""
"99836","A","","",""
"94992","A","","",""
"63624","A","","",""
"50229","A","","",""
"20628","A","","",""
"60652","A","","",""
"96894","A","","",""
"90514","A","","",""
"63598","A","","",""
"12575","A","","",""
"57229","A","","",""
"70865","A","","",""
"23756","A","","",""
"64734","A","","",""
"69669","A","","",""
"53529","A","","",""
"36008","A","","",""
"22462","A","","",""
"62111","A","","",""
"9109","A","","",""
"86711","A","","",""
"38535","A","","",""
"60864","A","","",""
"18774","A","","",""
"57548","A","","",""
"42736","A","","",""
"54365","A","","",""
"8747","A","","",""
"96224","A","","",""
"99761","A","","",""
"97380","A","","",""
"24587","A","","",""
"22328","A","","",""
"83602","A","","",""
"56026","A","","",""
"4100","A","","",""
"17242","A","","",""
"40298","A","","",""
"65806","A","","",""
"18221","A","","",""
"43186","A","","",""
"73214","A","","",""
"27497","A","","",""
"65591","A","","",""
"92100","A","","",""
"44714","A","","",""
"74628","A","","",""
"82682","A","","",""
"19335","A","","",""
"4806","A","","",""
"96789","A","","",""
"27696","A","","",""
"42880","A","","",""
"16610","A","","",""
"49660","A","","",""
"22917","A","","",""
"72543","A","","",""
"29306","A","","",""
"85927","A","","",""
"55998","A","","",""
"76664","A","","",""
"27573","A","","",""
"85709","A","","",""
"19543","A","","",""
"17773","A","","",""
"16459","A","","",""
"33105","A","","",""
"85612","A","","",""
"4504","A","","",""
"27070","A","","",""
"16932","A","","",""
"96953","A","","",""
"40225","A","","",""
"44258","A","","",""
"12881","A","","",""
"70046","A","","",""
"41730","A","","",""
"86898","A","","",""
"92279","A","","",""
"31336","A","","",""
"72682","A","","",""
"24445","A","","",""
"69209","A","","",""
"247","A","","",""
"47814","A","","",""
"81176","A","","",""
"77206","A","","",""
"50611","A","","",""
"47169","A","","",""
"63103","A","","",""
"67350","A","","",""
"39643","A","","",""
"24069","A","","",""
"56526","A","","",""
"77563","A","","",""
"59247","A","","",""
"30262","A","","",""
"39589","A","","",""
"87507","A","","",""
"3308","A","","",""
"54102","A","","",""
"62828","A","","",""
"99223","A","","",""
"55857","A","","",""
"47469","A","","",""
"5371","A","","",""
"46334","A","","",""
"84241","A","","",""
"56297","A","","",""
"98391","A","","",""
"95370","A","","",""
"70454","A","","",""
"88081","A","","",""
"73125","A","","",""
"86181","A","","",""
"54739","A","","",""
"87438","A","","",""
"65700","A","","",""
"86109","A","","",""
"84585","A","","",""
"77718","A","","",""
"30026","A","","",""
"74660","A","","",""
"48507","A","","",""
"95788","A","","",""
"52975","A","","",""
"37978","A","","",""
"71525","A","","",""
"68823","A","","",""
"3868","A","","",""
"49116","A","","",""
"79687","A","","",""
"47035","A","","",""
"54872","A","","",""
"2376","A","","",""
"53918","A","","",""
"46665","A","","",""
"65155","A","","",""
"62937","A","","",""
"13212","A","","",""
"71664","A","","",""
"45045","A","","",""
"11801","A","","",""
"69221","A","","",""
"68886","A","","",""
"80296","A","","",""
"37983","A","","",""
"78769","A","","",""
"25211","A","","",""
"70519","A","","",""
"28361","A","","",""
"14889","A","","",""
"47957","A","","",""
"47735","A","","",""
"71741","A","","",""
"10063","A","","",""
"53499","A","","",""
"63451","A","","",""
"52090","A","","",""
"90364","A","","",""
"11350","A","","",""
"46301","A","","",""
"83156","A","","",""
"7908","A","","",""
"62280","A","","",""
"64315","A","","",""
"41887","A","","",""
"73200","A","","",""
"49654","A","","",""
"83344","A","","",""
"83067","A","","",""
"91695","A","","",""
"72047","A","","",""
"30437","A","","",""
"41147","A","","",""
"16261","A","","",""
"13361","A","","",""
"866","A","","",""
"31987","A","","",""
"32374","A","","",""
"41980","A","","",""
"54450","A","","",""
"44050","A","","",""
"61526","A","","",""
"31483","A","","",""
"73994","A","","",""
"41701","A","","",""
"97290","A","","",""
"13454","A","","",""
"22107","A","","",""
"374","A","","",""
"46846","A","","",""
"29450","A","","",""
"40385","A","","",""
"51664","A","","",""
"37829","A","","",""
"410","A","","",""
"58994","A","","",""
"67140","A","","",""
"715","A","","",""
"22201","A","","",""
"70399","A","","",""
"28732","A","","",""
"52581","A","","",""
"99395","A","","",""
"6424","A","","",""
"41756","A","","",""
"58566","A","","",""
"63212","A","","",""
"9608","A","","",""
"26672","A","","",""
"47203","A","","",""
"77660","A","","",""
"39073","A","","",""
"95369","A","","",""
"42201","A","","",""
"31441","A","","",""
"45021","A","","",""
"29096","A","","",""
"87591","A","","",""
"16356","A","","",""
"50615","A","","",""
"66874","A","","",""
"63084","A","","",""
"19248","A","","",""
"80742","A","","",""
"74560","A","","",""
"20383","A","","",""
"67509","A","","",""
"20864","A","","",""
"49","A","","",""
"45113","A","","",""
"11616","A","","",""
"81717","A","","",""
"52429","A","","",""
"76074","A","","",""
"54300","A","","",""
"95744","A","","",""
"68692","A","","",""
"67843","A","","",""
"82945","A","","",""
"58104","A","","",""
"11031","A","","",""
"33026","A","","",""
"60446","A","","",""
"28396","A","","",""
"58524","A","","",""
"90910","A","","",""
"86130","A","","",""
"63545","A","","",""
"49241","A","","",""
"42915","A","","",""
"82619","A","","",""
"85914","A","","",""
"27545","A","","",""
"27705","A","","",""
"95080","A","","",""
"73805","A","","",""
"4513","A","","",""
"29842","A","","",""
"93595","A","","",""
"1736","A","","",""
"40974","A","","",""
"56707","A","","",""
"37828","A","","",""
"45713","A","","",""
"96616","A","","",""
"80354","A","","",""
"19725","A","","",""
"77176","A","","",""
"12702","A","","",""
"75211","A","","",""
"69951","A","","",""
"92800","A","","",""
"40788","A","","",""
"33680","A","","",""
"5960","A","","",""
"23905","A","","",""
"1848","A","","",""
"56529","A","","",""
"83558","A","","",""
"41036","A","","",""
"10834","A","","",""
"31931","A","","",""
"83693","A","","",""
"4737","A","","",""
"99243","A","","",""
"42401","A","","",""
"12760","A","","",""
"78833","A","","",""
"81786","A","","",""
"70516","A","","",""
"40877","A","","",""
"18002","A","","",""
"17189","A","","",""
"96396","A","","",""
"19627","A","","",""
"91499","A","","",""
"24514","A","","",""
"66250","A","","",""
"81578","A","","",""
"5084","A","","",""
"59916","A","","",""
"30123","A","","",""
"37140","A","","",""
"71638","A","","",""
"45851","A","","",""
"79725","A","","",""
"42481","A","","",""
"67984","A","","",""
"97116","A","","",""
"67578","A","","",""
"44517","A","","",""
"15420","A","","",""
"57733","A","","",""
"15955","A","","",""
"16172","A","","",""
"91544","A","","",""
"84238","A","","",""
"59099","A","","",""
"26474","A","","",""
"30094","A","","",""
"7059","A","","",""
"64989","A","","",""
"49221","A","","",""
"20965","A","","",""
"77662","A","","",""
"76016","A","","",""
"80131","A","","",""
"23392","A","","",""
"75874","A","","",""
"63340","A","","",""
"16018","A","","",""
"5979","A","","",""
"19855","A","","",""
"8780","A","","",""
"18725","A","","",""
"3321","A","","",""
"83949","A","","",""
"603","A","","",""
"79211","A","","",""
"69566","A","","",""
"88057","A","","",""
"12926","A","","",""
"33374","A","","",""
"94973","A","","",""
"87337","A","","",""
"79321","A","","",""
"82849","A","","",""
"84516","A","","",""
"81112","A","","",""
"74834","A","","",""
"20295","A","","",""
"50138","A","","",""
"5279","A","","",""
"18163","A","","",""
"32834","A","","",""
"16982","A","","",""
"23911","A","","",""
"80984","A","","",""
"5960","A","","",""
"49277","A","","",""
"53411","A","","",""
"39255","A","","",""
"33189","A","","",""
"52528","A","","",""
"80257","A","","",""
"62589","A","","",""
"69439","A","","",""
"87411","A","","",""
"94953","A","","",""
"61057","A","","",""
"6651","A","","",""
"56798","A","","",""
"32905","A","","",""
"63820","A","","",""
"85533","A","","",""
"3373","A","","",""
"30828","A","","",""
"23760","A","","",""
"93930","A","","",""
"54987","A","","",""
"55285","A","","",""
"88144","A","","",""
"42399","A","","",""
"92833","A","","",""
"70435","A","","",""
"30761","A","","",""
"96386","A","","",""
"36864","A","","",""
"27339","A","","",""
"70786","A","","",""
"42468","A","","",""
"88809","A","","",""
"6286","A","","",""
"73120","A","","",""
"42685","A","","",""
"51182","A","","",""
"88297","A","","",""
"51674","A","","",""
"33765","A","","",""
"4061","A","","",""
"33935","A","","",""
"70985","A","","",""
"79629","A","","",""
"14665","A","","",""
"77934","A","","",""
"98967","A","","",""
"14306","A","","",""
"17020","A","","",""
"29070","A","","",""
"37388","A","","",""
"17385","A","","",""
"43459","A","","",""
"58687","A","","",""
"54717","A","","",""
"21019","A","","",""
"66189","A","","",""
"77565","A","","",""
"6598","A","","",""
"96337","A","","",""
"55355","A","","",""
"37326","A","","",""
"13509","A","","",""
"87431","A","","",""
"7926","A","","",""
"31066","A","","",""
"44906","A","","",""
"47151","A","","",""
"53662","A","","",""
"69738","A","","",""
"49135","A","","",""
"66614","A","","",""
"90656","A","","",""
"59803","A","","",""
"46387","A","","",""
"53445","A","","",""
"79654","A","","",""
"18824","A","","",""
"48386","A","","",""
"16798","A","","",""
"38568","A","","",""
"68463","A","","",""
"32967","A","","",""
"18042","A","","",""
"20856","A","","",""
"80679","A","","",""
"73255","A","","",""
"18779","A","","",""
"89472","A","","",""
"43288","A","","",""
"34911","A","","",""
"42675","A","","",""
"23433","A","","",""
"16965","A","","",""
"29287","A","","",""
"46549","A","","",""
"21017","A","","",""
"5760","A","","",""
"77418","A","","",""
"66166","A","","",""
"51963","A","","",""
"74369","A","","",""
"11230","A","","",""
"92177","A","","",""
"99016","A","","",""
"3453","A","","",""
"91150","A","","",""
"49415","A","","",""
"7425","A","","",""
"2726","A","","",""
"90437","A","","",""
"32462","A","","",""
"90500","A","","",""
"50760","A","","",""
"64291","A","","",""
"67237","A","","",""
"69024","A","","",""
"16224","A","","",""
"44662","A","","",""
"49931","A","","",""
"84651","A","","",""
"60553","A","","",""
"48039","A","","",""
"74635","A","","",""
"60666","A","","",""
"41300","A","","",""
"51681","A","","",""
"66405","A","","",""
"8192","A","","",""
"53597","A","","",""
"99817","A","","",""
"32043","A","","",""
"29873","A","","",""
"12437","A","","",""
"80093","A","","",""
"97975","A","","",""
"60405","A","","",""
"50483","A","","",""
"45517","A","","",""
"86393","A","","",""
"59632","A","","",""
"83367","A","","",""
"13288","A","","",""
"9563","A","","",""
"30542","A","","",""
"11793","A","","",""
"92117","A","","",""
"30607","A","","",""
"32244","A","","",""
"51750","A","","",""
"88068","A","","",""
"97063","A","","",""
"84085","A","","",""
"85900","A","","",""
"42310","A","","",""
"88931","A","","",""
"25662","A","","",""
"43010","A","","",""
"54549","A","","",""
"95061","A","","",""
"83299","A","","",""
"30508","A","","",""
"8087","A","","",""
"45838","A","","",""
"29441","A","","",""
"12242","A","","",""
"37506","A","","",""
"60123","A","","",""
"81170","A","","",""
"38491","A","","",""
"19397","A","","",""
"14970","A","","",""
"94210","A","","",""
"53939","A","","",""
"95162","A","","",""
"16146","A","","",""
"78714","A","","",""
"45","A","","",""
"76962","A","","",""
"30869","A","","",""
"21252","A","","",""
"12455","A","","",""
"11641","A","","",""
"68917","A","","",""
"17052","A","","",""
"76206","A","","",""
"60830","A","","",""
"55299","A","","",""
"27560","A","","",""
"85803","A","","",""
"78230","A","","",""
"18116","A","","",""
"52624","A","","",""
"14875","A","","",""
"78415","A","","",""
"2056","A","","",""
"59625","A","","",""
"11354","A","","",""
"23727","A","","",""
"26181","A","","",""
"26738","A","","",""
"3993","A","","",""
"67214","A","","",""
"83820","A","","",""
"96742","A","","",""
"31475","A","","",""
"45914","A","","",""
"94253","A","","",""
"93489","A","","",""
"9124","A","","",""
"98296","A","","",""
"6562","A","","",""
"68323","A","","",""
"61248","A","","",""
"87384","A","","",""
"26264","A","","",""
"3654","A","","",""
"91482","A","","",""
"54237","A","","",""
"74301","A","","",""
"4818","A","","",""
"67901","A","","",""
"6055","A","","",""
"30869","A","","",""
"30492","A","","",""
"72631","A","","",""
"55980","A","","",""
"20500","A","","",""
"83847","A","","",""
"22146","A","","",""
"1943","A","","",""
"34202","A","","",""
"51131","A","","",""
"21399","A","","",""
"58548","A","","",""
"39713","A","","",""
"54091","A","","",""
"7595","A","","",""
"64439","A","","",""
"77008","A","","",""
"90244","A","","",""
"95757","A","","",""
"57801","A","","",""
"65417","A","","",""
"62418","A","","",""
"54603","A","","",""
"40284","A","","",""
"32537","A","","",""
"30308","A","","",""
"61032","A","","",""
"43163","A","","",""
"42376","A","","",""
"21576","A","","",""
"8087","A","","",""
"93573","A","","",""
"63485","A","","",""
"56613","A","","",""
"85864","A","","",""
"73870","A","","",""
"61123","A","","",""
"47755","A","","",""
"11404","A","","",""
"74624","A","","",""
"6649","A","","",""
"32726","A","","",""
"5486","A","","",""
"83448","A","","",""
"4826","A","","",""
"45109","A","","",""
"52531","A","","",""
"35376","A","","",""
"15384","A","","",""
"2473","A","","",""
"73459","A","","",""
"98376","A","","",""
"62597","A","","",""
"91349","A","","",""
"74217","A","","",""
"35208","A","","",""
"73933","A","","",""
"2924","A","","",""
"64639","A","","",""
"46752","A","","",""
"91314","A","","",""
"62053","A","","",""
"68581","A","","",""
"97645","A","","",""
"24225","A","","",""
"62070","A","","",""
"2036","A","","",""
"89701","A","","",""
"20450","A","","",""
"79125","A","","",""
"520","A","","",""
"80037","A","","",""
"92104","A","","",""
"67664","A","","",""
"43983","A","","",""
"99493","A","","",""
"6474","A","","",""
"28365","A","","",""
"6276","A","","",""
"63683","A","","",""
"99028","A","","",""
"43322","A","","",""
"39755","A","","",""
"12428","A","","",""
"87142","A","","",""
"44299","A","","",""
"91507","A","","",""
"56743","A","","",""
"71972","A","","",""
"51622","A","","",""
"99412","A","","",""
"79352","A","","",""
"3988","A","","",""
"58425","A","","",""
"9162","A","","",""
"16132","A","","",""
"5119","A","","",""
"68896","A","","",""
"34161","A","","",""
"71221","A","","",""
"12010","A","","",""
"29406","A","","",""
"21348","A","","",""
"19728","A","","",""
"36057","A","","",""
"42241","A","","",""
"5580","A","","",""
"68862","A","","",""
"62530","A","","",""
"97650","A","","",""
"63709","A","","",""
"44173","A","","",""
"17981","A","","",""
"5208","A","","",""
"21789","A","","",""
"80939","A","","",""
"53698","A","","",""
"29399","A","","",""
"77592","A","","",""
"43874","A","","",""
"50769","A","","",""
"39413","A","","",""
"95850","A","","",""
"20374","A","","",""
"48618","A","","",""
"47324","A","","",""
"53456","A","","",""
"68913","A","","",""
"84539","A","","",""
"60135","A","","",""
"70777","A","","",""
"12209","A","","",""
"18199","A","","",""
"64681","A","","",""
"91856","A","","",""
"33754","A","","",""
"93400","A","","",""
"88206","A","","",""
"81316","A","","",""
"84153","A","","",""
"60988","A","","",""
"31162","A","","",""
"71503","A","","",""
"88752","A","","",""
"23591","A","","",""
"35445","A","","",""
"82253","A","","",""
"67607","A","","",""
"46353","A","","",""
"45771","A","","",""
"92998","A","","",""
"71023","A","","",""
"61421","A","","",""
"37541","A","","",""
"96110","A","","",""
"64808","A","","",""
"81931","A","","",""
"72727","A","","",""
"1701","A","","",""
"5116","A","","",""
"94352","A","","",""
"18675","A","","",""
"23617","A","","",""
"5238","A","","",""
"86418","A","","",""
"38304","A","","",""
"60130","A","","",""
"64340","A","","",""
"483","A","","",""
"49310","A","","",""
"3958","A","","",""
"97386","A","","",""
"86298","A","","",""
"39780","A","","",""
"34779","A","","",""
"16263","A","","",""
"57891","A","","",""
"82398","A","","",""
"27915","A","","",""
"37624","A","","",""
"88643","A","","",""
"16798","A","","",""
"91810","A","","",""
"44403","A","","",""
"89785","A","","",""
"33867","A","","",""
"12258","A","","",""
"41240","A","","",""
"13315","A","","",""
"88265","A","","",""
"53749","A","","",""
"27262","A","","",""
"89451","A","","",""
"34910","A","","",""
"25433","A","","",""
"39840","A","","",""
"7426","A","","",""
"94299","A","","",""
"67219","A","","",""
"13925","A","","",""
"26126","A","","",""
"42753","A","","",""
"96334","A","","",""
"87109","A","","",""
"81370","A","","",""
"71279","A","","",""
"25571","A","","",""
"17787","A","","",""
"47601","A","","",""
"34290","A","","",""
"33294","A","","",""
"12529","A","","",""
"65926","A","","",""
"73601","A","","",""
"86730","A","","",""
"59193","A","","",""
"67854","A","","",""
"81974","A","","",""
"41064","A","","",""
"92304","A","","",""
"63540","A","","",""
"77950","A","","",""
"50603","A","","",""
"73044","A","","",""
"25456","A","","",""
"39743","A","","",""
"59844","A","","",""
"82877","A","","",""
"73909","A","","",""
"29911","A","","",""
"23641","A","","",""
"79760","A","","",""
"61657","A","","",""
"71150","A","","",""
"43175","A","","",""
"36118","A","","",""
"92714","A","","",""
"85309","A","","",""
"39919","A","","",""
"85960","A","","",""
"65162","A","","",""
"95768","A","","",""
"86740","A","","",""
"80926","A","","",""
"23993","A","","",""
"51101","A","","",""
"39724","A","","",""
"97559","A","","",""
"62219","A","","",""
"22349","A","","",""
"38197","A","","",""
"4545","A","","",""
"30923","A","","",""
"2501","A","","",""
"75412","A","","",""
"67484","A","","",""
"98683","A","","",""
"3940","A","","",""
"48897","A","","",""
"94512","A","","",""
"65997","A","","",""
"17697","A","","",""
"90966","A","","",""
"32358","A","","",""
"30478","A","","",""
"86481","A","","",""
"15770","A","","",""
"67198","A","","",""
"88235","A","","",""
"48388","A","","",""
"58069","A","","",""
"47812","A","","",""
"31283","A","","",""
"12333","A","","",""
"4285","A","","",""
"41234","A","","",""
"90625","A","","",""
"6523","A","","",""
"36294","A","","",""
"6929","A","","",""
"46700","A","","",""
"97696","A","","",""
"61049","A","","",""
"297","A","","",""
"78194","A","","",""
"61169","A","","",""
"27083","A","","",""
"95608","A","","",""
"28398","A","","",""
"53076","A","","",""
"83403","A","","",""
"67299","A","","",""
"76796","A","","",""
"71894","A","","",""
"9973","A","","",""
"4711","A","","",""
"89673","A","","",""
"86491","A","","",""
"82051","A","","",""
"71786","A","","",""
"58580","A","","",""
"40371","A","","",""
"67489","A","","",""
"70886","A","","",""
"57863","A","","",""
"21326","A","","",""
"60849","A","","",""
"88720","A","","",""
"61035","A","","",""
"572","A","","",""
"5424","A","","",""
"97549","A","","",""
"39413","A","","",""
"3306","A","","",""
"59110","A","","",""
"13595","A","","",""
"13369","A","","",""
"6775","A","","",""
"75676","A","","",""
"35687","A","","",""
"63589","A","","",""
"70556","A","","",""
"78162","A","","",""
"75060","A","","",""
"66716","A","","",""
"30944","A","","",""
"70511","A","","",""
"34465","A","","",""
"60571","A","","",""
"15187","A","","",""
"91320","A","","",""
"60205","A","","",""
"9784","A","","",""
"89557","A","","",""
"51632","A","","",""
"24019","A","","",""
"92183","A","","",""
"47469","A","","",""
"52462","A","","",""
"28501","A","","",""
"79764","A","","",""
"1668","A","","",""
"40999","A","","",""
"49357","A","","",""
"80106","A","","",""
"15341","A","","",""
"21247","A","","",""
"22933","A","","",""
"77190","A","","",""
"29201","A","","",""
"85226","A","","",""
"6755","A","","",""
"65319","A","","",""
"43851","A","","",""
"99599","A","","",""
"69283","A","","",""
"61998","A","","",""
"49689","A","","",""
"33116","A","","",""
"31649","A","","",""
"81785","A","","",""
"82248","A","","",""
"85601","A","","",""
"44847","A","","",""
"67646","A","","",""
"23263","A","","",""
"7040","A","","",""
"5494","A","","",""
"94435","A","","",""
"20466","A","","",""
"21800","A","","",""
"18584","A","","",""
"78888","A","","",""
"35091","A","","",""
"25158","A","","",""
"41566","A","","",""
"56168","A","","",""
"57567","A","","",""
"17145","A","","",""
"54294","A","","",""
"28635","A","","",""
"32812","A","","",""
"66863","A","","",""
"86661","A","","",""
"47256","A","","",""
"56380","A","","",""
"38330","A","","",""
"86003","A","","",""
"93450","A","","",""
"57381","A","","",""
"68572","A","","",""
"64795","A","","",""
"46936","A","","",""
"43232","A","","",""
"15005","A","","",""
"17541","A","","",""
"72271","A","","",""
"14861","A","","",""
"39827","A","","",""
"48570","A","","",""
"21166","A","","",""
"10998","A","","",""
"7357","A","","",""
"7885","A","","",""
"44749","A","","",""
"1535","A","","",""
"27202","A","","",""
"71102","A","","",""
"33750","A","","",""
"89380","A","","",""
"68577","A","","",""
"42647","A","","",""
"60028","A","","",""
"43711","A","","",""
"555","A","","",""
"48234","A","","",""
"83841","A","","",""
"69470","A","","",""
"41583","A","","",""
"15389","A","","",""
"83712","A","","",""
"43370","A","","",""
