"base id","name","surname","amount 1","amount 2"
"1802","A","","",""
"60239","A","","-143709","558094"
"93833","A","","-852270","665202"
"79285","A","","-111075","542638"
"34256","A","","232237","318629"
"86217","A","","164305","-355900"
"78282","A","","933912","523902"
"58006","A","","-280760","608809"
"15450","A","","-820114","-90715"
"25219","A","","523041","-390314"
"24341","A","","888574","641842"
"2545","A","","",""
"42237","A","","268301","353541"
"73877","A","","-252962","-209823"
"23102","A","","682469","-124281"
"85039","A","","956249","903452"
"83592","A","","-487854","53664"
"73815","A","","130366","-107438"
"38313","A","","728183","140215"
"78832","A","","382852","-862064"
"59279","A","","997861","-693764"
"60140","A","","-50745","940600"
"90092","A","","579828","-321905"
"16450","A","","-889702","-646775"
"27761","A","","-577183","868037"
"70518","A","","651806","855323"
"9253","A","","",""
"72364","A","","-331510","-935336"
"5919","A","","",""
"53563","A","","401408","802023"
"14434","A","","-859234","692395"
"27237","A","","858402","113974"
"70170","A","","607482","-159503"
"18126","A","","296125","-102816"
"9569","A","","",""
"57908","A","","423639","313321"
"16065","A","","345037","640403"
"58498","A","","-164709","-851903"
"10445","A","","593048","-279919"
"85355","A","","-658967","412279"
"93058","A","","-4479","-535231"
"47846","A","","207533","-782793"
"84523","A","","-629513","-29981"
"93815","A","","222183","51516"
"20271","A","","679143","87986"
"7284","A","","",""
"845","A","","",""
"89883","A","","377034","-919783"
"56321","A","","964155","-838711"
"28591","A","","2109","436150"
"51346","A","","100160","-693528"
"62534","A","","-599436","267248"
"6037","A","","",""
"77450","A","","387070","-457881"
"77908","A","","-56123","-567317"
"35337","A","","157894","-283147"
"66951","A","","-86925","298154"
"13669","A","","696197","-187677"
"1513","A","","",""
"91387","A","","-928015","-893923"
"47120","A","","-513644","-986085"
"90784","A","","691301","321524"
"81187","A","","-782837","-850195"
"73148","A","","456363","-319973"
"2849","A","","",""
"39685","A","","-936097","26870"
"46728","A","","837424","-601022"
"47280","A","","410612","270279"
"88395","A","","-507019","85061"
"24367","A","","784423","-68019"
"935","A","","",""
"36153","A","","673209","-398618"
"29899","A","","417769","-824313"
"39651","A","","267601","-416197"
"5900","A","","",""
"65034","A","","524422","12505"
"89213","A","","63382","475551"
"65937","A","","-131267","-972231"
"7039","A","","",""
"88566","A","","312004","-21930"
"51347","A","","-538200","380197"
"31582","A","","-569493","33204"
"41970","A","","605188","396390"
"36291","A","","814226","-27563"
"39782","A","","374293","615771"
"57088","A","","346382","338067"
"49469","A","","100111","347138"
"63410","A","","35475","-267479"
"50607","A","","-802391","-32649"
"57381","A","","-566829","709694"
"82109","A","","-13739","177897"
"42726","A","","-821569","-194053"
"62000","A","","493980","881370"
"84723","A","","-5735","-2726"
"1360","A","","",""
"1459","A","","",""
"60983","A","","-21029","-543263"
"65747","A","","403251","296971"
"40738","A","","-85072","-211104"
"81964","A","","755809","-670616"
"98691","A","","867393","2954"
"67263","A","","972622","-174991"
"66236","A","","-392534","164191"
"57303","A","","366924","909934"
"76200","A","","-523466","-441680"
"43359","A","","610206","412118"
"3319","A","","",""
"33550","A","","732000","-332071"
"48058","A","","-930217","-298477"
"13026","A","","-742856","-717787"
"52382","A","","316162","372083"
"26727","A","","335875","338276"
"36813","A","","-498639","-816057"
"15232","A","","214026","153023"
"52310","A","","845981","488345"
"12790","A","","-286375","-281977"
"64548","A","","-780708","-896733"
"96447","A","","-960142","925316"
"79083","A","","420397","-783559"
"57283","A","","-202194","831828"
"95876","A","","252003","-865726"
"82515","A","","-571558","-51040"
"83464","A","","865409","-701294"
"20731","A","","-996186","876505"
"85598","A","","212434","-243908"
"9918","A","","",""
"83580","A","","-868065","117067"
"17695","A","","432849","-467170"
"99144","A","","6350","79589"
"37206","A","","559431","393522"
"79202","A","","675909","590850"
"78821","A","","630031","938948"
"39387","A","","-978785","-569391"
"79656","A","","-279154","663133"
"61986","A","","-684964","-311799"
"92085","A","","-577880","889068"
"69699","A","","-798264","504452"
"16091","A","","-996209","-615262"
"45397","A","","-359386","138043"
"48284","A","","976229","-857470"
"91328","A","","-708396","596112"
"74723","A","","988880","-172664"
"76087","A","","37646","145768"
"40357","A","","252633","-840663"
"54267","A","","-282382","-167354"
"65039","A","","544257","321802"
"97841","A","","75844","-337561"
"2137","A","","",""
"41085","A","","-724585","-651991"
"2578","A","","",""
"83652","A","","-81526","554735"
"71044","A","","-762226","-272854"
"87776","A","","84238","968119"
"52959","A","","535441","740497"
"93086","A","","-792325","-20094"
"64925","A","","-348650","900088"
"80423","A","","-864980","-869352"
"39433","A","","-233413","8445"
"14200","A","","-689512","-296276"
"1363","A","","",""
"66210","A","","-87219","355266"
"54229","A","","-399884","-47557"
"35076","A","","332824","32289"
"33511","A","","374611","-289270"
"17414","A","","-995602","-391021"
"24097","A","","293584","-293900"
"74773","A","","-618631","23081"
"80000","A","","-340564","797080"
"87113","A","","729804","279490"
"48789","A","","725664","-724860"
"23975","A","","981564","-342076"
"35284","A","","-13820","-380932"
"29870","A","","730661","-758500"
"99721","A","","-23573","967102"
"59819","A","","-412455","-981561"
"58612","A","","-336099","-360948"
"29610","A","","40488","-185619"
"26474","A","","-603606","430375"
"5860","A","","",""
"55138","A","","-86830","-142241"
"98411","A","","-841877","-854668"
"8138","A","","",""
"78062","A","","219191","751107"
"90191","A","","274737","-572696"
"85770","A","","-767474","-485797"
"68322","A","","224415","-841839"
"68974","A","","477446","-662342"
"54859","A","","-434435","113305"
"84094","A","","818959","931303"
"40874","A","","-369515","-226017"
"73398","A","","810546","-181466"
"11777","A","","553131","506324"
"38552","A","","-812567","-507922"
"56907","A","","-387731","-559360"
"76232","A","","-324274","-756478"
"13893","A","","-935466","678671"
"89510","A","","560246","196731"
"50658","A","","-444865","838901"
"87156","A","","-747130","390483"
"65646","A","","547738","372048"
"37678","A","","247881","952489"
"13092","A","","-64627","-978660"
"30010","A","","-848396","-133598"
"15463","A","","-444936","-43233"
"77074","A","","-206592","-908507"
"21554","A","","73285","-53238"
"88367","A","","-275775","-906835"
"52206","A","","-720011","-988415"
"95789","A","","397948","253746"
"9176","A","","",""
"29284","A","","-654668","-402430"
"48454","A","","610791","-82102"
"25909","A","","398231","-784558"
"98427","A","","-86435","-951926"
"15044","A","","910458","276683"
"51348","A","","680189","755339"
"87500","A","","183865","742873"
"74878","A","","-121801","-33545"
"66143","A","","292032","471537"
"90","A","","",""
"8940","A","","",""
"12857","A","","637586","-503847"
"73939","A","","-311352","71176"
"87103","A","","-345729","877477"
"57953","A","","166913","990235"
"23115","A","","367530","33047"
"74900","A","","-712526","-106164"
"47640","A","","-729982","584168"
"51813","A","","-465762","-639480"
"26145","A","","747554","-988648"
"17147","A","","-355680","-576781"
"43599","A","","-648884","641631"
"23957","A","","-708191","-588042"
"41128","A","","493939","-288725"
"42111","A","","192096","-855066"
"38782","A","","-999505","192944"
"56467","A","","-846591","-953581"
"5273","A","","",""
"18732","A","","-293400","-760616"
"31381","A","","504643","515611"
"26755","A","","637779","447436"
"34399","A","","472814","626745"
"85128","A","","379013","-287754"
"91610","A","","791037","-362265"
"13652","A","","639034","-635319"
"43703","A","","-66990","383235"
"20940","A","","-989835","-346634"
"51214","A","","-112418","-50090"
"54204","A","","-30708","-951708"
"54797","A","","549528","-624997"
"46388","A","","263983","369073"
"77455","A","","-626937","92148"
"48252","A","","-776380","-512872"
"35421","A","","-999457","279141"
"94251","A","","-255428","-986413"
"70183","A","","458958","-186198"
"48776","A","","236642","196021"
"8480","A","","",""
"79213","A","","-642855","-237611"
"98418","A","","-104254","-156617"
"53361","A","","-149264","169522"
"67263","A","","972622","-174991"
"71546","A","","-787122","-188602"
"84003","A","","-490792","-904458"
"55922","A","","154503","154360"
"70440","A","","42610","637061"
"25872","A","","991661","-487550"
"31301","A","","226519","934740"
"56082","A","","-116236","-757774"
"29782","A","","-75913","-351831"
"62329","A","","974556","-394778"
"61308","A","","422864","-39361"
"68039","A","","-930472","-249609"
"92291","A","","36313","279565"
"65035","A","","121683","954361"
"83055","A","","-628897","-589146"
"90457","A","","470584","-53552"
"99836","A","","631756","-978469"
"94992","A","","-814898","602164"
"63624","A","","677426","903525"
"50229","A","","342465","198551"
"20628","A","","-562658","-863011"
"60652","A","","665663","68573"
"96894","A","","881050","485202"
"90514","A","","924763","-53554"
"63598","A","","-469471","-599439"
"12575","A","","346722","190621"
"57229","A","","622216","-223848"
"70865","A","","-832817","220494"
"23756","A","","338508","471730"
"64734","A","","-316440","89685"
"69669","A","","-238778","206251"
"53529","A","","-817170","525736"
"36008","A","","-417949","-47245"
"22462","A","","-935530","53898"
"62111","A","","-118949","334682"
"9109","A","","",""
"86711","A","","-421220","995110"
"38535","A","","69062","478392"
"60864","A","","757647","578847"
"18774","A","","859657","435080"
"57548","A","","775263","198134"
"42736","A","","97448","-204647"
"54365","A","","-798202","-437126"
"8747","A","","",""
"96224","A","","9094","930020"
"99761","A","","384694","-260240"
"97380","A","","718787","-228814"
"24587","A","","265766","-62072"
"22328","A","","-877757","583777"
"83602","A","","-695076","-545088"
"56026","A","","-931006","436390"
"4100","A","","",""
"17242","A","","222056","-353495"
"40298","A","","796371","668676"
"65806","A","","311753","-549570"
"18221","A","","643431","484051"
"43186","A","","-151081","-588406"
"73214","A","","871047","-766716"
"27497","A","","-606077","-243514"
"65591","A","","153867","932189"
"92100","A","","-902081","-386605"
"44714","A","","485990","851226"
"74628","A","","-7394","906305"
"82682","A","","650431","574054"
"19335","A","","538410","175122"
"4806","A","","",""
"96789","A","","-353998","846598"
"27696","A","","687164","-894166"
"42880","A","","-318064","-807825"
"16610","A","","58066","-254899"
"49660","A","","943828","131612"
"22917","A","","305993","636861"
"72543","A","","831136","850822"
"29306","A","","366257","374767"
"85927","A","","620147","903104"
"55998","A","","608476","-231125"
"76664","A","","280789","-319110"
"27573","A","","30920","-139931"
"85709","A","","961272","962378"
"19543","A","","-158647","-209160"
"17773","A","","-337573","294376"
"16459","A","","-974180","-338347"
"33105","A","","-458211","-626269"
"85612","A","","-548824","311738"
"4504","A","","",""
"27070","A","","-721435","-463955"
"16932","A","","770486","-284664"
"96953","A","","301373","-905408"
"40225","A","","-447009","959207"
"44258","A","","-597218","921693"
"12881","A","","-769581","-687186"
"70046","A","","878660","929900"
"41730","A","","-628200","-594508"
"86898","A","","-719734","328258"
"92279","A","","-289972","74993"
"31336","A","","413792","-260611"
"72682","A","","-890539","-287666"
"24445","A","","-599520","15903"
"69209","A","","-480427","-279621"
"247","A","","",""
"47814","A","","36222","-574868"
"81176","A","","613932","-445636"
"77206","A","","-133915","585548"
"50611","A","","-989525","-114015"
"47169","A","","647055","112660"
"63103","A","","-167956","-364772"
"67350","A","","644893","21636"
"39643","A","","-677967","670540"
"24069","A","","239434","-495500"
"56526","A","","-541168","496105"
"77563","A","","277595","100188"
"59247","A","","-852890","-55132"
"30262","A","","-406991","468368"
"39589","A","","-730224","619772"
"87507","A","","300220","365436"
"3308","A","","",""
"54102","A","","650761","458019"
"62828","A","","66067","-358212"
"99223","A","","793400","113869"
"55857","A","","43585","219798"
"47469","A","","348249","-646840"
"5371","A","","",""
"46334","A","","862909","-569811"
"84241","A","","244551","-799808"
"56297","A","","704996","720170"
"98391","A","","345585","204187"
"95370","A","","-377192","62819"
"70454","A","","657133","-683278"
"88081","A","","-711848","-258518"
"73125","A","","483564","835599"
"86181","A","","571255","125457"
"54739","A","","-704375","-13312"
"87438","A","","691485","212459"
"65700","A","","-400433","843956"
"86109","A","","-788976","247221"
"84585","A","","621085","-240356"
"77718","A","","412987","-399129"
"30026","A","","-541666","169718"
"74660","A","","-285491","881840"
"48507","A","","-570527","493444"
"95788","A","","14787","-663253"
"52975","A","","-473175","-584877"
"37978","A","","-86185","206709"
"71525","A","","-817942","753670"
"68823","A","","177121","-477953"
"3868","A","","",""
"49116","A","","729538","-17746"
"79687","A","","653361","-669018"
"47035","A","","838999","367954"
"54872","A","","-379808","991392"
"2376","A","","",""
"53918","A","","352226","940959"
"46665","A","","375218","-683325"
"65155","A","","696523","-777641"
"62937","A","","220893","629028"
"13212","A","","909869","-284089"
"71664","A","","-791411","701902"
"45045","A","","976210","977820"
"11801","A","","-724451","166200"
"69221","A","","-715218","-658931"
"68886","A","","448902","-149265"
"80296","A","","-234818","-605380"
"37983","A","","70469","261341"
"78769","A","","-816117","545241"
"25211","A","","838569","-437578"
"70519","A","","812163","805824"
"28361","A","","949645","162635"
"14889","A","","326491","-572176"
"47957","A","","323667","-429632"
"47735","A","","-90083","504508"
"71741","A","","746672","590416"
"10063","A","","798008","391910"
"53499","A","","570262","671810"
"63451","A","","-956483","-114827"
"52090","A","","-123558","-58623"
"90364","A","","365711","-511853"
"11350","A","","-458250","-67984"
"46301","A","","-344968","252334"
"83156","A","","227695","519892"
"7908","A","","",""
"62280","A","","-221468","976331"
"64315","A","","-602836","152880"
"41887","A","","944135","-476923"
"73200","A","","-972807","923869"
"49654","A","","603873","-505583"
"83344","A","","-218863","-901840"
"83067","A","","216556","929010"
"91695","A","","-638902","834919"
"72047","A","","297761","-316970"
"30437","A","","-348841","726059"
"41147","A","","-754841","-439029"
"16261","A","","-210059","-790701"
"13361","A","","223556","-316023"
"866","A","","",""
"31987","A","","-195821","-487134"
"32374","A","","-815122","-879676"
"41980","A","","665834","-829829"
"54450","A","","-388409","702828"
"44050","A","","-253201","119764"
"61526","A","","957272","-79491"
"31483","A","","888038","69671"
"73994","A","","-787170","132533"
"41701","A","","501575","26670"
"97290","A","","308239","675842"
"13454","A","","-530976","-261293"
"22107","A","","54997","-235995"
"374","A","","",""
"46846","A","","705666","-145715"
"29450","A","","317152","-948493"
"40385","A","","394370","-416925"
"51664","A","","-575444","516084"
"37829","A","","-512750","884275"
"410","A","","",""
"58994","A","","418472","-926860"
"67140","A","","129750","683619"
"715","A","","",""
"22201","A","","-34957","293999"
"70399","A","","716397","299689"
"28732","A","","-941803","102574"
"52581","A","","154541","-463310"
"99395","A","","-891413","593576"
"6424","A","","",""
"41756","A","","-621208","686597"
"58566","A","","420667","-548531"
"63212","A","","-42694","-317034"
"9608","A","","",""
"26672","A","","-742116","743469"
"47203","A","","857910","57942"
"77660","A","","-203760","48315"
"39073","A","","243827","759986"
"95369","A","","747764","440096"
"42201","A","","-593282","-154837"
"31441","A","","-758725","-812130"
"45021","A","","250612","839646"
"29096","A","","303177","-686918"
"87591","A","","-875835","-16619"
"16356","A","","929338","-483104"
"50615","A","","696598","939146"
"66874","A","","823907","-108997"
"63084","A","","561478","138545"
"19248","A","","574359","109555"
"80742","A","","698194","251951"
"74560","A","","952029","-780109"
"20383","A","","83771","-947822"
"67509","A","","22021","622776"
"20864","A","","-804896","-65320"
"49","A","","",""
"45113","A","","-868429","-135714"
"11616","A","","227563","792841"
"81717","A","","45907","-12831"
"52429","A","","946736","761164"
"76074","A","","-194739","115841"
"54300","A","","-229236","-967947"
"95744","A","","-299205","9770"
"68692","A","","-795018","539537"
"67843","A","","189409","-267324"
"82945","A","","563113","-821031"
"58104","A","","287735","-511491"
"11031","A","","-487553","513590"
"33026","A","","23802","351149"
"60446","A","","-739433","-424279"
"28396","A","","804500","381255"
"58524","A","","-141487","-245015"
"90910","A","","497349","-68085"
"86130","A","","-616753","914884"
"63545","A","","-60925","-884524"
"49241","A","","-382540","426271"
"42915","A","","982451","848889"
"82619","A","","-31255","-482035"
"85914","A","","-914130","291254"
"27545","A","","358683","253740"
"27705","A","","-768495","-523302"
"95080","A","","-158386","-612166"
"73805","A","","-954001","642132"
"4513","A","","",""
"29842","A","","-970741","74016"
"93595","A","","-944058","-3102"
"1736","A","","",""
"40974","A","","-993016","327687"
"56707","A","","360162","-421177"
"37828","A","","155425","81968"
"45713","A","","-230271","-227941"
"96616","A","","821710","666031"
"80354","A","","-47088","672469"
"19725","A","","510737","42713"
"77176","A","","925653","910997"
"12702","A","","618401","-293302"
"75211","A","","476570","564456"
"69951","A","","-14850","-947203"
"92800","A","","-611162","410653"
"40788","A","","-663881","-134301"
"33680","A","","391788","-152803"
"5960","A","","",""
"23905","A","","-329077","-423060"
"1848","A","","",""
"56529","A","","652386","-213635"
"83558","A","","733382","230990"
"41036","A","","385283","-542375"
"10834","A","","-987590","-867402"
"31931","A","","808063","-787939"
"83693","A","","387410","-39946"
"4737","A","","",""
"99243","A","","-805899","672766"
"42401","A","","836131","-206267"
"12760","A","","-821435","-20890"
"78833","A","","453499","702079"
"81786","A","","-630978","-80990"
"70516","A","","-910271","-562439"
"40877","A","","-297057","-619665"
"18002","A","","-432202","564423"
"17189","A","","-36502","-68287"
"96396","A","","-352301","-22132"
"19627","A","","362319","-821377"
"91499","A","","211074","812908"
"24514","A","","155160","-214660"
"66250","A","","-440572","-478068"
"81578","A","","-73063","-895147"
"5084","A","","",""
"59916","A","","-388048","-68945"
"30123","A","","67969","29927"
"37140","A","","384941","-887392"
"71638","A","","617148","143318"
"45851","A","","805242","23237"
"79725","A","","-938085","-814084"
"42481","A","","-518045","635932"
"67984","A","","823221","571383"
"97116","A","","-739722","-861716"
"67578","A","","257107","767994"
"44517","A","","343584","-760885"
"15420","A","","-811754","-570443"
"57733","A","","-914500","264245"
"15955","A","","873502","424677"
"16172","A","","444462","126824"
"91544","A","","877623","-367306"
"84238","A","","-486933","-175894"
"59099","A","","-517006","64091"
"26474","A","","-603606","430375"
"30094","A","","-855922","-650593"
"7059","A","","",""
"64989","A","","-901269","-838172"
"49221","A","","-485184","-859313"
"20965","A","","733906","173376"
"77662","A","","370435","874902"
"76016","A","","902316","-17975"
"80131","A","","-568546","-67878"
"23392","A","","63743","823453"
"75874","A","","-705935","176840"
"63340","A","","732463","619283"
"16018","A","","980560","129279"
"5979","A","","",""
"19855","A","","-656740","178851"
"8780","A","","",""
"18725","A","","599267","144749"
"3321","A","","",""
"83949","A","","45793","-936214"
"603","A","","",""
"79211","A","","684984","-567397"
"69566","A","","-664025","-825236"
"88057","A","","-596929","-924274"
"12926","A","","-317081","413036"
"33374","A","","721012","-544668"
"94973","A","","816310","771599"
"87337","A","","-581648","996214"
"79321","A","","808861","-50623"
"82849","A","","26265","-232466"
"84516","A","","-517935","9008"
"81112","A","","804980","-65176"
"74834","A","","-171417","-19376"
"20295","A","","-853825","299607"
"50138","A","","-804478","-341067"
"5279","A","","",""
"18163","A","","284575","215512"
"32834","A","","-557741","-772744"
"16982","A","","-580000","108098"
"23911","A","","-93652","-966099"
"80984","A","","-680864","991247"
"5960","A","","",""
"49277","A","","-346642","482450"
"53411","A","","-158567","10117"
"39255","A","","426006","128771"
"33189","A","","-650784","-953114"
"52528","A","","744756","-614853"
"80257","A","","-970769","8424"
"62589","A","","773474","637117"
"69439","A","","400168","837241"
"87411","A","","547763","-837407"
"94953","A","","322935","197501"
"61057","A","","340554","781310"
"6651","A","","",""
"56798","A","","249113","-629812"
"32905","A","","380002","802368"
"63820","A","","-464384","-476508"
"85533","A","","-328775","350670"
"3373","A","","",""
"30828","A","","-264707","-268027"
"23760","A","","-664588","-524109"
"93930","A","","-469955","939210"
"54987","A","","350888","143291"
"55285","A","","556158","-876638"
"88144","A","","829727","-85088"
"42399","A","","296633","30839"
"92833","A","","-987610","649965"
"70435","A","","-71320","-122001"
"30761","A","","249395","-757993"
"96386","A","","901562","-740333"
"36864","A","","-770148","184455"
"27339","A","","942877","-376729"
"70786","A","","-727375","-843470"
"42468","A","","-113040","-124668"
"88809","A","","241322","-364823"
"6286","A","","",""
"73120","A","","805395","855017"
"42685","A","","957799","802196"
"51182","A","","-168046","-195122"
"88297","A","","762766","29036"
"51674","A","","622804","-869846"
"33765","A","","856725","-42506"
"4061","A","","",""
"33935","A","","-792169","367668"
"70985","A","","-109858","612624"
"79629","A","","425798","-968192"
"14665","A","","351704","-747305"
"77934","A","","-621159","-533987"
"98967","A","","757223","-283557"
"14306","A","","573523","811363"
"17020","A","","-481672","191130"
"29070","A","","256209","-245238"
"37388","A","","-246482","-178676"
"17385","A","","66273","219667"
"43459","A","","-854341","-28791"
"58687","A","","-320677","92489"
"54717","A","","426782","-569325"
"21019","A","","-90158","-304142"
"66189","A","","61119","565494"
"77565","A","","826286","-501305"
"6598","A","","",""
"96337","A","","474406","690217"
"55355","A","","-93648","-299092"
"37326","A","","-756649","82012"
"13509","A","","-525491","106759"
"87431","A","","999795","-157001"
"7926","A","","",""
"31066","A","","-695058","-738645"
"44906","A","","782881","643122"
"47151","A","","-972982","338263"
"53662","A","","-580180","429711"
"69738","A","","624363","938499"
"49135","A","","-238316","-746245"
"66614","A","","-63778","-692199"
"90656","A","","-908761","754816"
"59803","A","","-367668","101785"
"46387","A","","-205368","298355"
"53445","A","","-419829","825197"
"79654","A","","-836944","-756587"
"18824","A","","-387343","-458479"
"48386","A","","703011","-326406"
"16798","A","","481355","447273"
"38568","A","","-944187","-777495"
"68463","A","","526539","580563"
"32967","A","","726010","211891"
"18042","A","","212432","455087"
"20856","A","","-627649","782936"
"80679","A","","-275374","944623"
"73255","A","","-972461","-73373"
"18779","A","","-784135","227382"
"89472","A","","302964","983812"
"43288","A","","546062","871366"
"34911","A","","89330","554021"
"42675","A","","436289","-437747"
"23433","A","","-195120","223452"
"16965","A","","-603708","-460207"
"29287","A","","-656779","-176937"
"46549","A","","94183","-221029"
"21017","A","","-927033","-856317"
"5760","A","","",""
"77418","A","","184223","405379"
"66166","A","","883195","366192"
"51963","A","","-444527","444468"
"74369","A","","495262","-12921"
"11230","A","","-503316","-284917"
"92177","A","","493787","927967"
"99016","A","","94567","-213923"
"3453","A","","",""
"91150","A","","516058","616419"
"49415","A","","-670988","330601"
"7425","A","","",""
"2726","A","","",""
"90437","A","","170609","888018"
"32462","A","","-48536","-14811"
"90500","A","","743419","-240704"
"50760","A","","-519268","113585"
"64291","A","","615577","-132790"
"67237","A","","632591","378960"
"69024","A","","403466","-465547"
"16224","A","","-579531","57747"
"44662","A","","-120006","189602"
"49931","A","","237118","-38986"
"84651","A","","252209","820885"
"60553","A","","474468","-80257"
"48039","A","","-749563","286939"
"74635","A","","-4129","922723"
"60666","A","","-483960","-465830"
"41300","A","","417697","735942"
"51681","A","","-154254","397694"
"66405","A","","718326","916507"
"8192","A","","",""
"53597","A","","-213943","-746826"
"99817","A","","36099","780894"
"32043","A","","-984404","-504103"
"29873","A","","-873644","-128650"
"12437","A","","-94179","-736601"
"80093","A","","-707747","545489"
"97975","A","","-145270","501298"
"60405","A","","653176","-660543"
"50483","A","","820978","811726"
"45517","A","","-777293","559516"
"86393","A","","-587765","-209316"
"59632","A","","-353007","749174"
"83367","A","","958061","431378"
"13288","A","","828309","258546"
"9563","A","","",""
"30542","A","","827764","759176"
"11793","A","","-591805","371249"
"92117","A","","-767274","373665"
"30607","A","","99881","248297"
"32244","A","","589272","-460360"
"51750","A","","-997836","939274"
"88068","A","","427155","-34681"
"97063","A","","-966529","-985789"
"84085","A","","-834462","-44859"
"85900","A","","403257","947086"
"42310","A","","281483","-813443"
"88931","A","","-20876","-670604"
"25662","A","","-760347","-549826"
"43010","A","","-102331","-279343"
"54549","A","","-478463","-995405"
"95061","A","","-758454","-388832"
"83299","A","","12393","-925054"
"30508","A","","558870","-37261"
"8087","A","","",""
"45838","A","","-507768","-928373"
"29441","A","","-480568","-6215"
"12242","A","","651051","148371"
"37506","A","","322683","-702492"
"60123","A","","385834","-143205"
"81170","A","","546537","-265996"
"38491","A","","176681","-443211"
"19397","A","","-416892","376405"
"14970","A","","470007","33634"
"94210","A","","837303","632174"
"53939","A","","-882620","-50872"
"95162","A","","891100","191050"
"16146","A","","-388337","-705595"
"78714","A","","-167573","-537280"
"45","A","","",""
"76962","A","","681226","68547"
"30869","A","","-284593","-524977"
"21252","A","","544795","-303851"
"12455","A","","139522","154865"
"11641","A","","-744721","-779438"
"68917","A","","337246","-255909"
"17052","A","","-971455","257517"
"76206","A","","81268","852490"
"60830","A","","-458066","-273620"
"55299","A","","-477145","500023"
"27560","A","","-48145","338686"
"85803","A","","287953","499040"
"78230","A","","-862827","-653862"
"18116","A","","366655","860488"
"52624","A","","-689540","-777265"
"14875","A","","-111921","-337348"
"78415","A","","864955","309745"
"2056","A","","",""
"59625","A","","-704356","-314818"
"11354","A","","954534","953432"
"23727","A","","144839","376304"
"26181","A","","655762","-394853"
"26738","A","","818617","360114"
"3993","A","","",""
"67214","A","","928758","-994725"
"83820","A","","212886","-334254"
"96742","A","","738389","-950584"
"31475","A","","-215560","-863900"
"45914","A","","523957","-11508"
"94253","A","","902483","-104119"
